complex_id,aptNm,umdNm,jibun,lat,lon,n_trades,mean_price_per_m2,excluUseAr,floor,building_age,MDD,CV,neighbor_price_level,neighbor_dist_km,neighbor_momentum_3m
224,경동미주,제기동,892-68,37.5791794440151,127.035594125987,20,962.2829201905461,74.64750000000001,5.7,48.0,0.3857965701633454,0.152739311459945,1052.3451045631232,0.2306899069694699,12.182884970169571
225,한신아파트,장안동,555-1,37.5795268167032,127.071914027375,56,723.472178955795,84.84035714285714,10.553571428571429,29.0,0.4970379146919431,0.16672582745669398,630.9181725712683,0.18386657126931946,-7.790842537316378
226,래미안엘리니티,용두동,796,37.5796270974824,127.028475697863,81,1927.7093084772869,70.07765432098765,9.185185185185185,3.0,0.2869965850211964,0.12375678936901019,969.0071611642601,0.36821134450701,14.827405748662304
230,현대,제기동,892-66,37.5801884188608,127.035753667475,43,950.0511945338841,78.71093023255813,11.674418604651162,26.0,0.40320855614973267,0.18887153994119027,984.4022824469288,0.2776926964161537,15.62673582931302
232,경남하이빌,장안동,578,37.5804383848296,127.07021322729,13,675.5814335873051,82.88384615384615,3.230769230769231,17.0,0.08669354838709671,0.1369574583394719,703.3843054750452,0.15865632524508416,7.019869502375076
233,금성아파트,장안동,93-128,37.580499520213,127.071484307365,12,594.3510802036118,68.24916666666667,4.166666666666667,14.0,0.14498310878248252,0.17338524289627924,709.0253613326233,0.1468048123344674,10.667990052567689
235,은하수드림빌,장안동,579,37.5807799192093,127.071319173202,18,602.8191557823571,92.31030000000003,7.888888888888889,16.0,0.2256288431624294,0.19571317677617145,707.3317462168743,0.14568498952730127,10.667990052567689
236,장안현대,장안동,95-1,37.5808826791312,127.069120244697,67,674.0199459705401,95.42597014925373,6.1940298507462686,41.0,0.4775465498357065,0.14059164963166643,703.696602998398,0.21562156119095952,5.021240002811811
237,래미안아름숲,전농동,688,37.5809441481616,127.06107602833,167,1187.5157650237184,86.45664670658682,6.976047904191617,13.0,0.376619170984456,0.142681121491219,924.2057016216161,0.5177226546369645,-5.249816811564778
240,현대코아,청량리동,738,37.5814403911391,127.044390129883,14,912.5857541447525,104.63999999999999,10.0,28.0,0.5324332047435348,0.2883829022072957,1433.6823512378978,0.4135148549714903,8.034520974814141
241,휘경베스트빌현대,휘경동,52,37.5816647278231,127.074189400955,84,822.2363499869438,72.36297619047619,12.94047619047619,25.0,0.33597897634198887,0.1923861499812629,742.427134754361,0.25994103892654474,11.999619542088858
242,전농동삼성래미안,전농동,155,37.5819288502804,127.055593680489,106,1052.4186821806,74.70528301886792,9.783018867924529,25.0,0.4314420202143106,0.18594294729015573,855.4227361883364,0.5801566046492964,-22.22375205096643
243,이수브라운스톤,제기동,252,37.5822001108387,127.034083932884,61,919.0056482544716,82.81770491803275,8.639344262295081,20.0,0.24038461538461528,0.1659777999949229,937.139491147463,0.34716269072597405,14.628396978290104
245,휘경동일하이빌,휘경동,365,37.5823446326166,127.073299760443,51,869.2340923671194,85.1734705882353,8.0,20.0,0.5777915576644774,0.2105249463324373,711.1237225521696,0.2263957078972166,-6.563139002099505
247,주공2,휘경동,57,37.5829871567703,127.070747052227,549,922.2591664629213,69.97681238615665,10.704918032786885,24.0,0.3995714130789192,0.19071119474510098,670.8754269297285,0.23584341173499024,8.649863150592573
249,안암골벽산,제기동,153,37.5834528290559,127.03191008258,124,885.7065381493916,90.47016129032261,11.959677419354838,22.0,0.44160390680160044,0.1890693989245397,1136.8845908258272,0.4581320020857292,11.877558551151912
253,미주,청량리동,235-1,37.5840013582663,127.046766367893,211,1019.0723424474465,116.86047393364927,7.687203791469194,47.0,0.376430385728453,0.15735029282737317,1162.3838222815364,0.35868432148827384,8.681722046386842
